filename,year,addressee,letter_text
wikisource_vol2_ch12_letter34,1894,HENRY JAMES,"<p><b>Letter: TO HENRY JAMES</b></p>
<p><br></p>
<p>VAILIMA, JULY 7TH, 1894.</p>
<p>DEAR HENRY JAMES, - I am going to try and dictate to you a letter or a note, and begin the same without any spark of hope, my mind being entirely in abeyance. This malady is very bitter on the literary man. I have had it now coming on for a month, and it seems to get worse instead of better. If it should prove to be softening of the brain, a melancholy interest will attach to the present document. I heard a great deal about you from my mother and Graham Balfour; the latter declares that you could take a First in any Samoan subject. If that be so, I should like to hear you on the theory of the constitution. Also to consult you on the force of the particles O LO 'O and UA, which are the subject of a dispute among local pundits. You might, if you ever answer this, give me your opinion on the origin of the Samoan race, just to complete the favour.</p>
<p>They both say that you are looking well, and I suppose I may conclude from that that you are feeling passably. I wish I was. Do not suppose from this that I am ill in body; it is the numskull that I complain of. And when that is wrong, as you must be very keenly aware, you begin every day with a smarting disappointment, which is not good for the temper. I am in one of the humours when a man wonders how any one can be such an ass as to embrace the profession of letters, and not get apprenticed to a barber or keep a baked-potato stall. But I have no doubt in the course of a week, or perhaps to-morrow, things will look better.</p>
<p>We have at present in port the model warship of Great Britain. She is called the CURACOA, and has the nicest set of officers and men conceivable. They, the officers, are all very intimate with us, and the front verandah is known as the Curacoa Club, and the road up to Vailima is known as the Curacoa Track. It was rather a surprise to me; many naval officers have I known, and somehow had not learned to think entirely well of them, and perhaps sometimes ask myself a little uneasily how that kind of men could do great actions? and behold! the answer comes to me, and I see a ship that I would guarantee to go anywhere it was possible for men to go, and accomplish anything it was permitted man to attempt. I had a cruise on board of her not long ago to Manu'a, and was delighted. The goodwill of all on board; the grim playfulness of - quarters, with the wounded falling down at the word; the ambulances hastening up and carrying them away; the Captain suddenly crying, 'Fire in the ward-room!' and the squad hastening forward with the hose; and, last and most curious spectacle of all, all the men in their dust- coloured fatigue clothes, at a note of the bugle, falling simultaneously flat on deck, and the ship proceeding with its prostrate crew - QUASI to ram an enemy; our dinner at night in a wild open anchorage, the ship rolling almost to her gunwales, and showing us alternately her bulwarks up in the sky, and then the wild broken cliffy palm-crested shores of the island with the surf thundering and leaping close aboard. We had the ward-room mess on deck, lit by pink wax tapers, everybody, of course, in uniform but myself, and the first lieutenant (who is a rheumaticky body) wrapped in a boat cloak. Gradually the sunset faded out, the island disappeared from the eye, though it remained menacingly present to the ear with the voice of the surf; and then the captain turned on the searchlight and gave us the coast, the beach, the trees, the native houses, and the cliffs by glimpses of daylight, a kind of deliberate lightning. About which time, I suppose, we must have come as far as the dessert, and were probably drinking our first glass of port to Her Majesty. We stayed two days at the island, and had, in addition, a very picturesque snapshot at the native life. The three islands of Manu'a are independent, and are ruled over by a little slip of a half-caste girl about twenty, who sits all day in a pink gown, in a little white European house with about a quarter of an acre of roses in front of it, looking at the palm-trees on the village street, and listening to the surf. This, so far as I could discover, was all she had to do. 'This is a very dull place,' she said. It appears she could go to no other village for fear of raising the jealousy of her own people in the capital. And as for going about 'tafatafaoing,' as we say here, its cost was too enormous. A strong able-bodied native must walk in front of her and blow the conch shell continuously from the moment she leaves one house until the moment she enters another. Did you ever blow the conch shell? I presume not; but the sweat literally hailed off that man, and I expected every moment to see him burst a blood-vessel. We were entertained to kava in the guest-house with some very original features. The young men who run for the KAVA have a right to misconduct themselves AD LIBITUM on the way back; and though they were told to restrain themselves on the occasion of our visit, there was a strange hurly-burly at their return, when they came beating the trees and the posts of the houses, leaping, shouting, and yelling like Bacchants.</p>
<p>I tasted on that occasion what it is to be great. My name was called next after the captain's, and several chiefs (a thing quite new to me, and not at all Samoan practice) drank to me by name.</p>
<p>And now, if you are not sick of the CURACOA and Manu'a, I am, at least on paper. And I decline any longer to give you examples of how not to write.</p>
<p>By the by, you sent me long ago a work by Anatole France, which I confess I did not TASTE. Since then I have made the acquaintance of the ABBE COIGNARD, and have become a faithful adorer. I don't think a better book was ever written.</p>
<p>And I have no idea what I have said, and I have no idea what I ought to have said, and I am a total ass, but my heart is in the right place, and I am, my dear Henry James, yours,</p>
<p>R. L. S.</p>"
wikisource_vol2_ch12_letter35,1894,MR. MARCEL SCHWOB,"<p><b>Letter: TO MR. MARCEL SCHWOB</b></p>
<p><br></p>
<p>VAILIMA, UPOLU, SAMOA, JULY 7, 1894.</p>
<p>DEAR MR. MARCEL SCHWOB, - Thank you for having remembered me in my exile. I have read MIMES twice as a whole; and now, as I write, I am reading it again as it were by accident, and a piece at a time, my eye catching a word and travelling obediently on through the whole number. It is a graceful book, essentially graceful, with its haunting agreeable melancholy, its pleasing savour of antiquity. At the same time, by its merits, it shows itself rather as the promise of something else to come than a thing final in itself. You have yet to give us - and I am expecting it with impatience - something of a larger gait; something daylit, not twilit; something with the colours of life, not the flat tints of a temple illumination; something that shall be SAID with all the clearnesses and the trivialities of speech, not SUNG like a semi- articulate lullaby. It will not please yourself as well, when you come to give it us, but it will please others better. It will be more of a whole, more worldly, more nourished, more commonplace - and not so pretty, perhaps not even so beautiful. No man knows better than I that, as we go on in life, we must part from prettiness and the graces. We but attain qualities to lose them; life is a series of farewells, even in art; even our proficiencies are deciduous and evanescent. So here with these exquisite pieces the XVIIth, XVIIIth, and IVth of the present collection. You will perhaps never excel them; I should think the 'Hermes,' never. Well, you will do something else, and of that I am in expectation. - Yours cordially,</p>
<p>ROBERT LOUIS STEVENSON.</p>"
wikisource_vol2_ch12_letter36,1894,A. ST. GAUDENS,"<p><b>Letter: TO A. ST. GAUDENS</b></p>
<p><br></p>
<p>VAILIMA, SAMOA, JULY 8, 1894.</p>
<p>MY DEAR ST. GAUDENS, - This is to tell you that the medallion has been at last triumphantly transported up the hill and placed over my smoking-room mantelpiece. It is considered by everybody a first-rate but flattering portrait. We have it in a very good light, which brings out the artistic merits of the god-like sculptor to great advantage. As for my own opinion, I believe it to be a speaking likeness, and not flattered at all; possibly a little the reverse. The verses (curse the rhyme) look remarkably well.</p>
<p>Please do not longer delay, but send me an account for the expense of the gilt letters. I was sorry indeed that they proved beyond the means of a small farmer. - Yours very sincerely,</p>
<p>ROBERT LOUIS STEVENSON.</p>"
wikisource_vol2_ch12_letter37,1894,MISS ADELAIDE BOODLE,"<p><b>Letter: TO MISS ADELAIDE BOODLE</b></p>
<p><br></p>
<p>VAILIMA, JULY 14, 1894.</p>
<p>MY DEAR ADELAIDE, - . . . So, at last, you are going into mission work? where I think your heart always was. You will like it in a way, but remember it is dreary long. Do you know the story of the American tramp who was offered meals and a day's wage to chop with the back of an axe on a fallen trunk. 'Damned if I can go on chopping when I can't see the chips fly!' You will never see the chips fly in mission work, never; and be sure you know it beforehand. The work is one long dull disappointment, varied by acute revulsions; and those who are by nature courageous and cheerful and have grown old in experience, learn to rub their hands over infinitesimal successes. However, as I really believe there is some good done in the long run - GUTTA CAVAT LAPIDEM NON VI in this business - it is a useful and honourable career in which no one should be ashamed to embark. Always remember the fable of the sun, the storm, and the traveller's cloak. Forget wholly and for ever all small pruderies, and remember that YOU CANNOT CHANGE ANCESTRAL FEELINGS OF RIGHT AND WRONG WITHOUT WHAT IS PRACTICALLY SOUL-MURDER. Barbarous as the customs may seem, always hear them with patience, always judge them with gentleness, always find in them some seed of good; see that you always develop them; remember that all you can do is to civilise the man in the line of his own civilisation, such as it is. And never expect, never believe in, thaumaturgic conversions. They may do very well for St. Paul; in the case of an Andaman islander they mean less than nothing. In fact, what you have to do is to teach the parents in the interests of their great-grandchildren.</p>
<p>Now, my dear Adelaide, dismiss from your mind the least idea of fault upon your side; nothing is further from the fact. I cannot forgive you, for I do not know your fault. My own is plain enough, and the name of it is cold-hearted neglect; and you may busy yourself more usefully in trying to forgive me. But ugly as my fault is, you must not suppose it to mean more than it does; it does not mean that we have at all forgotten you, that we have become at all indifferent to the thought of you. See, in my life of Jenkin, a remark of his, very well expressed, on the friendships of men who do not write to each other. I can honestly say that I have not changed to you in any way; though I have behaved thus ill, thus cruelly. Evil is done by want of - well, principally by want of industry. You can imagine what I would say (in a novel) of any one who had behaved as I have done, DETERIORA SEQUOR. And you must somehow manage to forgive your old friend; and if you will be so very good, continue to give us news of you, and let us share the knowledge of your adventures, sure that it will be always followed with interest - even if it is answered with the silence of ingratitude. For I am not a fool; I know my faults, I know they are ineluctable, I know they are growing on me. I know I may offend again, and I warn you of it. But the next time I offend, tell me so plainly and frankly like a lady, and don't lacerate my heart and bludgeon my vanity with imaginary faults of your own and purely gratuitous penitence. I might suspect you of irony!</p>
<p>We are all fairly well, though I have been off work and off - as you know very well - letter-writing. Yet I have sometimes more than twenty letters, and sometimes more than thirty, going out each mail. And Fanny has had a most distressing bronchitis for some time, which she is only now beginning to get over. I have just been to see her; she is lying - though she had breakfast an hour ago, about seven - in her big cool, mosquito-proof room, ingloriously asleep. As for me, you see that a doom has come upon me: I cannot make marks with a pen - witness 'ingloriously' above; and my amanuensis not appearing so early in the day, for she is then immersed in household affairs, and I can hear her 'steering the boys' up and down the verandahs - you must decipher this unhappy letter for yourself and, I fully admit, with everything against you. A letter should be always well written; how much more a letter of apology! Legibility is the politeness of men of letters, as punctuality of kings and beggars. By the punctuality of my replies, and the beauty of my hand-writing, judge what a fine conscience I must have!</p>
<p>Now, my dear gamekeeper, I must really draw to a close. For I have much else to write before the mail goes out three days hence. Fanny being asleep, it would not be conscientious to invent a message from her, so you must just imagine her sentiments. I find I have not the heart to speak of your recent loss. You remember perhaps, when my father died, you told me those ugly images of sickness, decline, and impaired reason, which then haunted me day and night, would pass away and be succeeded by things more happily characteristic. I have found it so. He now haunts me, strangely enough, in two guises; as a man of fifty, lying on a hillside and carving mottoes on a stick, strong and well; and as a younger man, running down the sands into the sea near North Berwick, myself - AETAT. II - somewhat horrified at finding him so beautiful when stripped! I hand on your own advice to you in case you have forgotten it, as I know one is apt to do in seasons of bereavement. - Ever yours, with much love and sympathy,</p>
<p>ROBERT LOUIS STEVENSON.</p>"
wikisource_vol2_ch12_letter38,1894,MRS. BAKER,"<p><b>Letter: TO MRS. BAKER</b></p>
<p><br></p>
<p>VAILIMA, SAMOA, JULY 16, 1894.</p>
<p>DEAR MRS. BAKER, - I am very much obliged to you for your letter and the enclosure from Mr. Skinner. Mr. Skinner says he 'thinks Mr. Stevenson must be a very kind man'; he little knows me. But I am very sure of one thing, that you are a very kind woman. I envy you - my amanuensis being called away, I continue in my own hand, or what is left of it - unusually legible, I am thankful to see - I envy you your beautiful choice of an employment. There must be no regrets at least for a day so spent; and when the night falls you need ask no blessing on your work.</p>
<p>'Inasmuch as ye have done it unto one of these.' - Yours truly,</p>
<p>ROBERT LOUIS STEVENSON.</p>"
wikisource_vol2_ch12_letter39,1894,J. M. BARRIE,"<p><b>Letter: TO J. M. BARRIE</b></p>
<p><br></p>
<p>VAILIMA, JULY 13, 1894.</p>
<p>MY DEAR BARRIE, - This is the last effort of an ulcerated conscience. I have been so long owing you a letter, I have heard so much of you, fresh from the press, from my mother and Graham Balfour, that I have to write a letter no later than to-day, or perish in my shame. But the deuce of it is, my dear fellow, that you write such a very good letter that I am ashamed to exhibit myself before my junior (which you are, after all) in the light of the dreary idiot I feel. Understand that there will be nothing funny in the following pages. If I can manage to be rationally coherent, I shall be more than satisfied.</p>
<p>In the first place, I have had the extreme satisfaction to be shown that photograph of your mother. It bears evident traces of the hand of an amateur. How is it that amateurs invariably take better photographs than professionals? I must qualify invariably. My own negatives have always represented a province of chaos and old night in which you might dimly perceive fleecy spots of twilight, representing nothing; so that, if I am right in supposing the portrait of your mother to be yours, I must salute you as my superior. Is that your mother's breakfast? Or is it only afternoon tea? If the first, do let me recommend to Mrs. Barrie to add an egg to her ordinary. Which, if you please, I will ask her to eat to the honour of her son, and I am sure she will live much longer for it, to enjoy his fresh successes. I never in my life saw anything more deliciously characteristic. I declare I can hear her speak. I wonder my mother could resist the temptation of your proposed visit to Kirriemuir, which it was like your kindness to propose. By the way, I was twice in Kirriemuir, I believe in the year '71, when I was going on a visit to Glenogil. It was Kirriemuir, was it not? I have a distinct recollection of an inn at the end - I think the upper end - of an irregular open place or square, in which I always see your characters evolve. But, indeed, I did not pay much attention; being all bent upon my visit to a shooting-box, where I should fish a real trout-stream, and I believe preserved. I did, too, and it was a charming stream, clear as crystal, without a trace of peat - a strange thing in Scotland - and alive with trout; the name of it I cannot remember, it was something like the Queen's River, and in some hazy way connected with memories of Mary Queen of Scots. It formed an epoch in my life, being the end of all my trout-fishing. I had always been accustomed to pause and very laboriously to kill every fish as I took it. But in the Queen's River I took so good a basket that I forgot these niceties; and when I sat down, in a hard rain shower, under a bank, to take my sandwiches and sherry, lo! and behold, there was the basketful of trouts still kicking in their agony. I had a very unpleasant conversation with my conscience. All that afternoon I persevered in fishing, brought home my basket in triumph, and sometime that night, 'in the wee sma' hours ayont the twal,' I finally forswore the gentle craft of fishing. I dare say your local knowledge may identify this historic river; I wish it could go farther and identify also that particular Free kirk in which I sat and groaned on Sunday. While my hand is in I must tell you a story. At that antique epoch you must not fall into the vulgar error that I was myself ancient. I was, on the contrary, very young, very green, and (what you will appreciate, Mr. Barrie) very shy. There came one day to lunch at the house two very formidable old ladies - or one very formidable, and the other what you please - answering to the honoured and historic name of the Miss C- A-'s of Balnamoon. At table I was exceedingly funny, and entertained the company with tales of geese and bubbly-jocks. I was great in the expression of my terror for these bipeds, and suddenly this horrid, severe, and eminently matronly old lady put up a pair of gold eye-glasses, looked at me awhile in silence, and pronounced in a clangorous voice her verdict. 'You give me very much the effect of a coward, Mr. Stevenson!' I had very nearly left two vices behind me at Glenogil - fishing and jesting at table. And of one thing you may be very sure, my lips were no more opened at that meal.</p>
<p>JULY 29TH</p>
<p>No, Barrie, 'tis in vain they try to alarm me with their bulletins. No doubt, you're ill, and unco ill, I believe; but I have been so often in the same case that I know pleurisy and pneumonia are in vain against Scotsmen who can write, (I once could.) You cannot imagine probably how near me this common calamity brings you. CE QUE J'AI TOUSSE DANS MA VIE! How often and how long have I been on the rack at night and learned to appreciate that noble passage in the Psalms when somebody or other is said to be more set on something than they 'who dig for hid treasures - yea, than those who long for the morning' - for all the world, as you have been racked and you have longed. Keep your heart up, and you'll do. Tell that to your mother, if you are still in any danger or suffering. And by the way, if you are at all like me - and I tell myself you are very like me - be sure there is only one thing good for you, and that is the sea in hot climates. Mount, sir, into 'a little frigot' of 5000 tons or so, and steer peremptorily for the tropics; and what if the ancient mariner, who guides your frigot, should startle the silence of the ocean with the cry of land ho! - say, when the day is dawning - and you should see the turquoise mountain tops of Upolu coming hand over fist above the horizon? Mr. Barrie, sir, 'tis then there would be larks! And though I cannot be certain that our climate would suit you (for it does not suit some), I am sure as death the voyage would do you good - would do you BEST - and if Samoa didn't do, you needn't stay beyond the month, and I should have had another pleasure in my life, which is a serious consideration for me. I take this as the hand of the Lord preparing your way to Vailima - in the desert, certainly - in the desert of Cough and by the ghoul-haunted woodland of Fever - but whither that way points there can be no question - and there will be a meeting of the twa Hoasting Scots Makers in spite of fate, fortune, and the Devil. ABSIT OMEN!</p>
<p>My dear Barrie, I am a little in the dark about this new work of yours: what is to become of me afterwards? You say carefully - methought anxiously - that I was no longer me when I grew up? I cannot bear this suspense: what is it? It's no forgery? And AM I HANGIT? These are the elements of a very pretty lawsuit which you had better come to Samoa to compromise. I am enjoying a great pleasure that I had long looked forward to, reading Orme's HISTORY OF INDOSTAN; I had been looking out for it everywhere; but at last, in four volumes, large quarto, beautiful type and page, and with a delectable set of maps and plans, and all the names of the places wrongly spelled - it came to Samoa, little Barrie. I tell you frankly, you had better come soon. I am sair failed a'ready; and what I may be if you continue to dally, I dread to conceive. I may be speechless; already, or at least for a month or so, I'm little better than a teetoller - I beg pardon, a teetotaller. It is not exactly physical, for I am in good health, working four or five hours a day in my plantation, and intending to ride a paper-chase next Sunday - ay, man, that's a fact, and I havena had the hert to breathe it to my mother yet - the obligation's poleetical, for I am trying every means to live well with my German neighbours - and, O Barrie, but it's no easy! To be sure, there are many exceptions. And the whole of the above must be regarded as private - strictly private. Breathe it not in Kirriemuir: tell it not to the daughters of Dundee! What a nice extract this would make for the daily papers! and how it would facilitate my position here! . . .</p>
<p>AUGUST 5TH.</p>
<p>This is Sunday, the Lord's Day. 'The hour of attack approaches.' And it is a singular consideration what I risk; I may yet be the subject of a tract, and a good tract too - such as one which I remember reading with recreant awe and rising hair in my youth, of a boy who was a very good boy, and went to Sunday Schule, and one day kipped from it, and went and actually bathed, and was dashed over a waterfall, and he was the only son of his mother, and she was a widow. A dangerous trade, that, and one that I have to practise. I'll put in a word when I get home again, to tell you whether I'm killed or not. 'Accident in the (Paper) Hunting Field: death of a notorious author. We deeply regret to announce the death of the most unpopular man in Samoa, who broke his neck at the descent of Magagi, from the misconduct of his little raving lunatic of an old beast of a pony. It is proposed to commemorate the incident by the erection of a suitable pile. The design (by our local architect, Mr. Walker) is highly artificial, with a rich and voluminous Crockett at each corner, a small but impervious Barrieer at the entrance, an arch at the top, an Archer of a pleasing but solid character at the bottom; the colour will be genuine William- Black; and Lang, lang may the ladies sit wi' their fans in their hands.' Well, well, they may sit as they sat for me, and little they'll reck, the ungrateful jauds! Muckle they cared about Tusitala when they had him! But now ye can see the difference; now, leddies, ye can repent, when ower late, o' your former cauldness and what ye'll perhaps allow me to ca' your TEPEEDITY! He was beautiful as the day, but his day is done! And perhaps, as he was maybe gettin' a wee thing fly-blawn, it's nane too shune.</p>
<p>MONDAY, AUGUST 6TH.</p>
<p>Well, sir, I have escaped the dangerous conjunction of the widow's only son and the Sabbath Day. We had a most enjoyable time, and Lloyd and I were 3 and 4 to arrive; I will not tell here what interval had elapsed between our arrival and the arrival of 1 and 2; the question, sir, is otiose and malign; it deserves, it shall have no answer. And now without further delay to the main purpose of this hasty note. We received and we have already in fact distributed the gorgeous fahbrics of Kirriemuir. Whether from the splendour of the robes themselves, or from the direct nature of the compliments with which you had directed us to accompany the presentations, one young lady blushed as she received the proofs of your munificence. . . . Bad ink, and the dregs of it at that, but the heart in the right place. Still very cordially interested in my Barrie and wishing him well through his sickness, which is of the body, and long defended from mine, which is of the head, and by the impolite might be described as idiocy. The whole head is useless, and the whole sitting part painful: reason, the recent Paper Chase.</p>
<p><br>
There was racing and chasing in Vailile plantation, And vastly we enjoyed it, But, alas! for the state of my foundation, For it wholly has destroyed it.</p>
<p><br>
Come, my mind is looking up. The above is wholly impromptu. - On oath,</p>
<p>TUSITALA.</p>
<p>AUGUST 12, 1894</p>
<p>And here, Mr. Barrie, is news with a vengeance. Mother Hubbard's dog is well again - what did I tell you? Pleurisy, pneumonia, and all that kind of truck is quite unavailing against a Scotchman who can write - and not only that, but it appears the perfidious dog is married. This incident, so far as I remember, is omitted from the original epic -</p>
<p><br>
She went to the graveyard To see him get him buried, And when she came back The Deil had got merried.</p>
<p><br>
It now remains to inform you that I have taken what we call here 'German offence' at not receiving cards, and that the only reparation I will accept is that Mrs. Barrie shall incontinently upon the receipt of this Take and Bring you to Vailima in order to apologise and be pardoned for this offence. The commentary of Tamaitai upon the event was brief but pregnant: 'Well, it's a comfort our guest-room is furnished for two.'</p>
<p>This letter, about nothing, has already endured too long. I shall just present the family to Mrs. Barrie - Tamaitai, Tamaitai Matua, Teuila, Palema, Loia, and with an extra low bow, Yours,</p>
<p>TUSITALA.</p>"
wikisource_vol2_ch12_letter40,1894,DR. BAKEWELL,"<p><b>Letter: TO DR. BAKEWELL</b></p>
<p><br></p>
<p>VAILIMA, AUGUST 7, 1894.</p>
<p>DEAR DR. BAKEWELL, - I am not more than human. I am more human than is wholly convenient, and your anecdote was welcome. What you say about UNWILLING WORK, my dear sir, is a consideration always present with me, and yet not easy to give its due weight to. You grow gradually into a certain income; without spending a penny more, with the same sense of restriction as before when you painfully scraped two hundred a year together, you find you have spent, and you cannot well stop spending, a far larger sum; and this expense can only be supported by a certain production. However, I am off work this month, and occupy myself instead in weeding my cacao, paper chases, and the like. I may tell you, my average of work in favourable circumstances is far greater than you suppose: from six o'clock till eleven at latest, and often till twelve, and again in the afternoon from two to four. My hand is quite destroyed, as you may perceive, to-day to a really unusual extent. I can sometimes write a decent fist still; but I have just returned with my arms all stung from three hours' work in the cacao. - Yours, etc.,</p>
<p>R. L. S.</p>"
wikisource_vol2_ch12_letter41,1894,JAMES PAYN,"<p><b>Letter: TO JAMES PAYN</b></p>
<p><br></p>
<p>VAILIMA, UPOLU, SAMOA [AUGUST 11, 1894].</p>
<p>MY DEAR JAMES PAYN, - I hear from Lang that you are unwell, and it reminds me of two circumstances: First, that it is a very long time since you had the exquisite pleasure of hearing from me; and second, that I have been very often unwell myself, and sometimes had to thank you for a grateful anodyne.</p>
<p>They are not good, the circumstances, to write an anodyne letter. The hills and my house at less than (boom) a minute's interval quake with thunder; and though I cannot hear that part of it, shells are falling thick into the fort of Luatuanu'u (boom). It is my friends of the CURACOA, the FALKE, and the BUSSARD bombarding (after all these - boom - months) the rebels of Atua. (Boom-boom.) It is most distracting in itself; and the thought of the poor devils in their fort (boom) with their bits of rifles far from pleasant. (Boom-boom.) You can see how quick it goes, and I'll say no more about Mr. Bow-wow, only you must understand the perpetual accompaniment of this discomfortable sound, and make allowances for the value of my copy. It is odd, though, I can well remember, when the Franco-Prussian war began, and I was in Eilean Earraid, far enough from the sound of the loudest cannonade, I could HEAR the shots fired, and I felt the pang in my breast of a man struck. It was sometimes so distressing, so instant, that I lay in the heather on the top of the island, with my face hid, kicking my heels for agony. And now, when I can hear the actual concussion of the air and hills, when I KNOW personally the people who stand exposed to it, I am able to go on TANT BIEN QUE MAL with a letter to James Payn! The blessings of age, though mighty small, are tangible. I have heard a great deal of them since I came into the world, and now that I begin to taste of them - Well! But this is one, that people do get cured of the excess of sensibility; and I had as lief these people were shot at as myself - or almost, for then I should have some of the fun, such as it is.</p>
<p>You are to conceive me, then, sitting in my little gallery room, shaken by these continual spasms of cannon, and with my eye more or less singly fixed on the imaginary figure of my dear James Payn. I try to see him in bed; no go. I see him instead jumping up in his room in Waterloo Place (where EX HYPOTHESI he is not), sitting on the table, drawing out a very black briar-root pipe, and beginning to talk to a slim and ill-dressed visitor in a voice that is good to hear and with a smile that is pleasant to see. (After a little more than half an hour, the voice that was ill to hear has ceased, the cannonade is over.) And I am thinking how I can get an answering smile wafted over so many leagues of land and water, and can find no way.</p>
<p>I have always been a great visitor of the sick; and one of the sick I visited was W. E. Henley, which did not make very tedious visits, so I'll not get off much purgatory for them. That was in the Edinburgh Infirmary, the old one, the true one, with Georgius Secundus standing and pointing his toe in a niche of the facade; and a mighty fine building it was! And I remember one winter's afternoon, in that place of misery, that Henley and I chanced to fall in talk about James Payn himself. I am wishing you could have heard that talk! I think that would make you smile. We had mixed you up with John Payne, for one thing, and stood amazed at your extraordinary, even painful, versatility; and for another, we found ourselves each students so well prepared for examinations on the novels of the real Mackay. Perhaps, after all, this is worth something in life - to have given so much pleasure to a pair so different in every way as were Henley and I, and to be talked of with so much interest by two such (beg pardon) clever lads!</p>
<p>The cheerful Lang has neglected to tell me what is the matter with you; so, I'm sorry to say, I am cut off from all the customary consolations. I can't say, 'Think how much worse it would be if you had a broken leg!' when you may have the crushing repartee up your sleeve, 'But it is my leg that is broken.' This is a pity. But there are consolations. You are an Englishman (I believe); you are a man of letters; you have never been made C.B.; your hair was not red; you have played cribbage and whist; you did not play either the fiddle or the banjo; you were never an aesthete; you never contributed to -'S JOURNAL; your name is not Jabez Balfour; you are totally unconnected with the Army and Navy departments; I understand you to have lived within your income - why, cheer up! here are many legitimate causes of congratulation. I seem to be writing an obituary notice. ABSIT OMEN! But I feel very sure that these considerations will have done you more good than medicine.</p>
<p>By the by, did you ever play piquet? I have fallen a victim to this debilitating game. It is supposed to be scientific; God save the mark, what self-deceivers men are! It is distinctly less so than cribbage. But how fascinating! There is such material opulence about it, such vast ambitions may be realised - and are not; it may be called the Monte Cristo of games. And the thrill with which you take five cards partakes of the nature of lust - and you draw four sevens and a nine, and the seven and nine of a suit that you discarded, and O! but the world is a desert! You may see traces of discouragement in my letter: all due to piquet! There has been a disastrous turn of the luck against me; a month or two ago I was two thousand ahead; now, and for a week back, I have been anything from four thousand eight hundred to five thousand two hundred astern. If I have a sixieme, my beast of a partner has a septieme; and if I have three aces, three kings, three queens, and three knaves (excuse the slight exaggeration), the devil holds quatorze of tens! - I remain, my dear James Payn, your sincere and obliged friend - old friend let me say,</p>
<p>ROBERT LOUIS STEVENSON.</p>"
wikisource_vol2_ch12_letter42,1894,MISS MIDDLETON,"<p><b>Letter: TO MISS MIDDLETON</b></p>
<p><br></p>
<p>VAILIMA, SAMOA, SEPTEMBER 9, 1894.</p>
<p>DEAR MISS MIDDLETON, - Your letter has been like the drawing up of a curtain. Of course I remember you very well, and the Skye terrier to which you refer - a heavy, dull, fatted, graceless creature he grew up to be - was my own particular pet. It may amuse you, perhaps, as much as 'The Inn' amused me, if I tell you what made this dog particularly mine. My father was the natural god of all the dogs in our house, and poor Jura took to him of course. Jura was stolen, and kept in prison somewhere for more than a week, as I remember. When he came back Smeoroch had come and taken my father's heart from him. He took his stand like a man, and positively never spoke to my father again from that day until the day of his death. It was the only sign of character he ever showed. I took him up to my room and to be my dog in consequence, partly because I was sorry for him, and partly because I admired his dignity in misfortune.</p>
<p>With best regards and thanks for having reminded me of so many pleasant days, old acquaintances, dead friends, and - what is perhaps as pathetic as any of them - dead dogs, I remain, yours truly,</p>
<p>ROBERT LOUIS STEVENSON.</p>"
wikisource_vol2_ch12_letter43,1894,A. CONAN DOYLE,"<p><b>Letter: TO A. CONAN DOYLE</b></p>
<p><br></p>
<p>VAILIMA, SAMOA, SEPTEMBER 9, 1894.</p>
<p>MY DEAR CONAN DOYLE, - If you found anything to entertain you in my TREASURE ISLAND article, it may amuse you to know that you owe it entirely to yourself. YOUR 'First Book' was by some accident read aloud one night in my Baronial 'All. I was consumedly amused by it, so was the whole family, and we proceeded to hunt up back IDLERS and read the whole series. It is a rattling good series, even people whom you would not expect came in quite the proper tone - Miss Braddon, for instance, who was really one of the best where all are good - or all but one! ... In short, I fell in love with 'The First Book' series, and determined that it should be all our first books, and that I could not hold back where the white plume of Conan Doyle waved gallantly in the front. I hope they will republish them, though it's a grievous thought to me that that effigy in the German cap - likewise the other effigy of the noisome old man with the long hair, telling indelicate stories to a couple of deformed negresses in a rancid shanty full of wreckage - should be perpetuated. I may seem to speak in pleasantry - it is only a seeming - that German cap, sir, would be found, when I come to die, imprinted on my heart. Enough - my heart is too full. Adieu. - Yours very truly,</p>
<p>ROBERT LOUIS STEVENSON</p>
<p>(in a German cap, damn 'em!)</p>"
wikisource_vol2_ch12_letter44,1894,CHARLES BAXTER,"<p><b>Letter: TO CHARLES BAXTER</b></p>
<p><br></p>
<p>[VAILIMA, SEPTEMBER 1894.]</p>
<p>MY DEAR CHARLES, - . . . Well, there is no more Edmund Baxter now; and I think I may say I know how you feel. He was one of the best, the kindest, and the most genial men I ever knew. I shall always remember his brisk, cordial ways and the essential goodness which he showed me whenever we met with gratitude. And the always is such a little while now! He is another of the landmarks gone; when it comes to my own turn to lay my weapons down, I shall do so with thankfulness and fatigue; and whatever be my destiny afterward, I shall be glad to lie down with my fathers in honour. It is human at least, if not divine. And these deaths make me think of it with an ever greater readiness. Strange that you should be beginning a new life, when I, who am a little your junior, am thinking of the end of mine. But I have had hard lines; I have been so long waiting for death, I have unwrapped my thoughts from about life so long, that I have not a filament left to hold by; I have done my fiddling so long under Vesuvius, that I have almost forgotten to play, and can only wait for the eruption, and think it long of coming. Literally, no man has more wholly outlived life than I. And still it's good fun.</p>
<p>R. L. S.</p>"
